,Hour,Location
8891,4.0,"[-73.98754, 40.71983]"
8892,4.0,"[-73.99537, 40.72504]"
8893,4.0,"[-74.00406, 40.71314]"
8894,4.0,"[-74.00593, 40.73585]"
8895,4.0,"[-74.00766, 40.712540000000004]"
8896,4.0,"[-74.00947, 40.710409999999996]"
8897,4.0,"[-74.00456, 40.70641]"
8898,4.0,"[-73.98626, 40.72229]"
8899,4.0,"[-74.00672, 40.730940000000004]"
8900,4.0,"[-73.99412, 40.72035]"
8901,4.0,"[-73.99497, 40.72063]"
8902,4.0,"[-74.0068, 40.71978]"
8903,4.0,"[-74.00274, 40.73373]"
8904,4.0,"[-73.98222, 40.74579]"
8905,4.0,"[-74.01221, 40.702709999999996]"
8906,4.0,"[-74.00498, 40.715759999999996]"
8907,4.0,"[-73.98344, 40.7471]"
8908,4.0,"[-73.9708, 40.75175]"
8909,4.0,"[-74.00511999999999, 40.70941]"
8910,4.0,"[-73.99123, 40.7238]"
8911,4.0,"[-74.01295999999999, 40.70778]"
8912,4.0,"[-74.01424, 40.70452]"
8913,4.0,"[-73.97522, 40.7445]"
8914,4.0,"[-73.98724, 40.72919]"
8915,4.0,"[-73.99465, 40.72593]"
8916,4.0,"[-74.01443, 40.71103]"
8917,4.0,"[-73.9959, 40.732859999999995]"
8918,4.0,"[-74.00027, 40.717620000000004]"
8919,4.0,"[-73.99035, 40.73128]"
8920,4.0,"[-73.99361, 40.73601]"
8921,4.0,"[-73.98775, 40.74982]"
8922,4.0,"[-74.00409, 40.70745]"
8923,4.0,"[-74.00947, 40.710409999999996]"
8924,4.0,"[-73.9867, 40.77167]"
8925,4.0,"[-73.98810999999999, 40.727990000000005]"
8926,4.0,"[-73.99852, 40.71979]"
8927,4.0,"[-74.00746, 40.70722]"
8928,4.0,"[-73.98753, 40.71621]"
8929,4.0,"[-74.00746, 40.70722]"
8930,4.0,"[-73.99336, 40.71907]"
8931,4.0,"[-73.97946999999999, 40.727470000000004]"
8932,4.0,"[-73.99684, 40.737359999999995]"
8933,4.0,"[-74.00392, 40.72087]"
8934,4.0,"[-73.98222, 40.74579]"
8935,4.0,"[-73.98396, 40.72547]"
8936,4.0,"[-73.97733000000001, 40.74539]"
8937,4.0,"[-73.9749, 40.75009]"
8938,4.0,"[-73.9792, 40.71544]"
8939,4.0,"[-73.98354, 40.72605]"
8940,4.0,"[-74.00947, 40.710409999999996]"
8941,4.0,"[-74.00294, 40.73114]"
8942,4.0,"[-74.0144, 40.70361]"
8943,4.0,"[-73.98125, 40.72077]"
8944,4.0,"[-73.99336, 40.747240000000005]"
8945,4.0,"[-73.99627, 40.72195]"
8946,4.0,"[-73.99698000000001, 40.71656]"
8947,4.0,"[-73.9888, 40.72292]"
8948,4.0,"[-73.99859000000001, 40.72463]"
8949,4.0,"[-73.99671, 40.7255]"
8950,4.0,"[-73.99136999999999, 40.739090000000004]"
8951,4.0,"[-73.99309000000001, 40.717929999999996]"
8952,4.0,"[-73.98754, 40.71983]"
8953,4.0,"[-73.98132, 40.72909]"
8954,4.0,"[-74.00294, 40.73114]"
8955,4.0,"[-73.97440999999999, 40.75076]"
8956,4.0,"[-73.9844, 40.72486]"
8957,4.0,"[-74.0071, 40.71601]"
8958,4.0,"[-74.00771, 40.74283]"
8959,4.0,"[-74.00409, 40.70745]"
8960,4.0,"[-73.99968, 40.73855]"
8961,4.0,"[-73.9948, 40.71635]"
8962,4.0,"[-74.0071, 40.71601]"
8963,4.0,"[-73.98255999999999, 40.731359999999995]"
8964,4.0,"[-73.99154, 40.727090000000004]"
8965,4.0,"[-73.99503, 40.71588]"
8966,4.0,"[-73.98745, 40.71824]"
8967,4.0,"[-73.96292, 40.758309999999994]"
8968,4.0,"[-73.98987, 40.72558]"
8969,4.0,"[-73.99028, 40.7191]"
8970,4.0,"[-73.98035, 40.73043]"
8971,4.0,"[-73.95781, 40.77357]"
8972,4.0,"[-73.992, 40.725629999999995]"
8973,4.0,"[-73.98484, 40.724270000000004]"
8974,4.0,"[-74.01158000000001, 40.704029999999996]"
8975,4.0,"[-73.99481, 40.71847]"
8976,4.0,"[-73.99072, 40.734790000000004]"
8977,4.0,"[-74.01295999999999, 40.70778]"
8978,4.0,"[-73.99048, 40.71933]"
8979,4.0,"[-74.00705, 40.718270000000004]"
8980,4.0,"[-73.98949, 40.730129999999996]"
8981,4.0,"[-73.99048, 40.71933]"
8982,4.0,"[-74.00498, 40.715759999999996]"
8983,4.0,"[-74.00565999999999, 40.726440000000004]"
8984,4.0,"[-73.9777, 40.73408]"
8985,4.0,"[-74.00941999999999, 40.70451]"
8986,4.0,"[-73.99491, 40.723040000000005]"
8987,4.0,"[-74.00050999999999, 40.73231]"
8988,4.0,"[-73.98549, 40.741479999999996]"
8989,4.0,"[-73.99266, 40.72424]"
8990,4.0,"[-73.97972, 40.7464]"
8991,4.0,"[-73.97591, 40.75472]"
8992,4.0,"[-74.00492, 40.74168]"
8993,4.0,"[-73.98898, 40.71887]"
8994,4.0,"[-73.96715, 40.75677]"
8995,4.0,"[-73.98295999999999, 40.72267]"
8996,4.0,"[-73.97929, 40.7528]"
8997,4.0,"[-74.00095, 40.73171]"
8998,4.0,"[-73.96968000000001, 40.762879999999996]"
8999,4.0,"[-73.98331999999999, 40.71495]"
9000,4.0,"[-74.00053, 40.71843]"
9001,4.0,"[-73.98838, 40.71647]"
9002,4.0,"[-73.98549, 40.741479999999996]"
9003,4.0,"[-74.00561, 40.73814]"
9004,4.0,"[-74.0011, 40.73656]"
9005,4.0,"[-73.98898, 40.7268]"
9006,4.0,"[-73.98898, 40.71887]"
9007,4.0,"[-74.00312, 40.72688]"
9008,4.0,"[-74.00729, 40.708709999999996]"
9009,4.0,"[-74.00249000000001, 40.739740000000005]"
9010,4.0,"[-73.98679, 40.73949]"
9011,4.0,"[-73.97841, 40.72469]"
9012,4.0,"[-74.00766, 40.712540000000004]"
9013,4.0,"[-73.98544, 40.73166]"
9014,4.0,"[-74.00569, 40.706379999999996]"
9015,4.0,"[-73.98987, 40.72558]"
9016,4.0,"[-73.99996999999999, 40.73469]"
9017,4.0,"[-74.01324, 40.705870000000004]"
9018,4.0,"[-73.98091, 40.73788]"
9019,4.0,"[-73.97319, 40.74694]"
9020,4.0,"[-74.00795, 40.714940000000006]"
9021,4.0,"[-73.9959, 40.732859999999995]"
9022,4.0,"[-73.99606999999999, 40.71624]"
9023,4.0,"[-74.00312, 40.72688]"
9024,4.0,"[-73.98451, 40.736959999999996]"
9025,4.0,"[-73.9959, 40.732859999999995]"
9026,4.0,"[-74.00723, 40.71304]"
9027,4.0,"[-73.98695, 40.756040000000006]"
9028,4.0,"[-73.98724, 40.72919]"
9029,4.0,"[-73.98816, 40.71863]"
9030,4.0,"[-73.98444, 40.72878]"
9031,4.0,"[-73.98494000000001, 40.73638]"
9032,4.0,"[-73.98791, 40.722640000000006]"
9033,4.0,"[-74.00746, 40.70722]"
9034,4.0,"[-74.0071, 40.71601]"
9035,4.0,"[-73.97077, 40.74754]"
9036,4.0,"[-73.97364, 40.746320000000004]"
9037,4.0,"[-73.96866999999999, 40.76735]"
9038,4.0,"[-74.01324, 40.705870000000004]"
9039,4.0,"[-73.97171, 40.75049]"
9040,4.0,"[-73.99048, 40.71933]"
9041,4.0,"[-73.98995, 40.71698]"
9042,4.0,"[-73.9781, 40.74572]"
9043,4.0,"[-74.00723, 40.71304]"
9044,4.0,"[-74.00766, 40.712540000000004]"
9045,4.0,"[-73.97972, 40.7464]"
9046,4.0,"[-73.99918000000001, 40.73924]"
9047,4.0,"[-74.00197, 40.73507]"
9048,4.0,"[-73.98222, 40.74579]"
9049,4.0,"[-73.99298, 40.71383]"
9050,4.0,"[-74.00941999999999, 40.70451]"
9051,4.0,"[-73.98626, 40.72229]"
9052,4.0,"[-73.9986, 40.729690000000005]"
9053,4.0,"[-73.99155999999999, 40.74971]"
9054,4.0,"[-74.00166, 40.70949]"
9055,4.0,"[-73.98815, 40.73196]"
9056,4.0,"[-73.99053, 40.74025]"
9057,4.0,"[-73.98191, 40.74646]"
9058,4.0,"[-74.00842, 40.70953]"
9059,4.0,"[-73.99035, 40.73128]"
9060,4.0,"[-73.9699, 40.75298]"
9061,4.0,"[-73.98626, 40.72229]"
9062,4.0,"[-74.00882, 40.71602]"
9063,4.0,"[-74.00516999999999, 40.71902]"
9064,4.0,"[-73.979, 40.73619]"
9065,4.0,"[-73.98201, 40.74326]"
9066,4.0,"[-74.00638000000001, 40.733059999999995]"
9067,4.0,"[-74.0068, 40.71978]"
9068,4.0,"[-73.98111, 40.7445]"
9069,4.0,"[-73.9899, 40.72956]"
9070,4.0,"[-73.98877, 40.73397]"
9071,4.0,"[-74.00631, 40.722559999999994]"
9072,4.0,"[-73.98491999999999, 40.742059999999995]"
9073,4.0,"[-74.0068, 40.71978]"
9074,4.0,"[-74.00927, 40.71326]"
9075,4.0,"[-73.99918000000001, 40.73924]"
9076,4.0,"[-73.9899, 40.73445]"
9077,4.0,"[-73.97568000000001, 40.72845]"
9078,4.0,"[-73.98633000000001, 40.72217]"
9079,4.0,"[-74.00875, 40.71903]"
9080,4.0,"[-73.98409000000001, 40.73754]"
9081,4.0,"[-73.99588, 40.7244]"
9082,4.0,"[-73.98091, 40.73788]"
9083,4.0,"[-73.99895, 40.72807]"
9084,4.0,"[-73.98579000000001, 40.7352]"
9085,4.0,"[-74.00827, 40.70772]"
9086,4.0,"[-73.99772, 40.7515]"
9087,4.0,"[-73.98295999999999, 40.72267]"
9088,4.0,"[-73.98775, 40.74982]"
9089,4.0,"[-73.99051999999999, 40.74604]"
9090,4.0,"[-73.98621999999999, 40.73462]"
9091,4.0,"[-73.99671, 40.7255]"
9092,4.0,"[-73.98695, 40.72099]"
9093,4.0,"[-73.9896, 40.74155]"
9094,4.0,"[-73.99996, 40.71802]"
9095,4.0,"[-74.01295999999999, 40.70778]"
9096,4.0,"[-73.98225, 40.75739]"
9097,4.0,"[-73.99292, 40.71991]"
9098,4.0,"[-73.97733000000001, 40.74539]"
9099,4.0,"[-74.01151, 40.70297]"
9100,4.0,"[-73.98593000000001, 40.74087]"
9101,4.0,"[-73.99439, 40.71946]"
9102,4.0,"[-74.00315, 40.73489]"
9103,4.0,"[-73.96208, 40.75544]"
9104,4.0,"[-74.00443, 40.742290000000004]"
9105,4.0,"[-73.98413000000001, 40.74334]"
9106,4.0,"[-73.98637, 40.73038]"
9107,4.0,"[-73.99154, 40.727090000000004]"
9108,4.0,"[-74.00795, 40.714940000000006]"
9109,4.0,"[-74.00739, 40.70518]"
9110,4.0,"[-74.00739, 40.70518]"
9111,4.0,"[-73.9959, 40.72517]"
9112,4.0,"[-73.9896, 40.74155]"
9113,4.0,"[-73.98318, 40.75034]"
9114,4.0,"[-73.98852, 40.737120000000004]"
9115,4.0,"[-73.99201, 40.7491]"
9116,4.0,"[-73.99471, 40.74538]"
9117,4.0,"[-73.98291, 40.742020000000004]"
9118,4.0,"[-74.01295999999999, 40.70778]"
9119,4.0,"[-74.00166, 40.70949]"
9120,4.0,"[-74.0021, 40.7281]"
9121,4.0,"[-73.98278, 40.7452]"
9122,4.0,"[-73.97269, 40.749159999999996]"
9123,4.0,"[-74.00596999999999, 40.72038]"
9124,4.0,"[-73.99361, 40.73601]"
9125,4.0,"[-73.98115, 40.77425]"
9126,4.0,"[-74.00251, 40.7276]"
9127,4.0,"[-74.00095, 40.73171]"
9128,4.0,"[-74.00012, 40.73043]"
9129,4.0,"[-73.99048, 40.71933]"
9130,4.0,"[-73.9866, 40.74277]"
9131,4.0,"[-73.98905, 40.73072]"
9132,4.0,"[-73.97972, 40.7464]"
9133,4.0,"[-73.98539, 40.73733]"
9134,4.0,"[-73.98877, 40.73397]"
9135,4.0,"[-74.00305999999999, 40.71397]"
9136,4.0,"[-73.99223, 40.73792]"
9137,4.0,"[-73.98834000000001, 40.754129999999996]"
9138,4.0,"[-74.01324, 40.705870000000004]"
9139,4.0,"[-74.01076, 40.711009999999995]"
9140,4.0,"[-73.98458000000001, 40.74843]"
9141,4.0,"[-73.99859000000001, 40.72463]"
9142,4.0,"[-73.98867, 40.71765]"
9143,4.0,"[-74.00729, 40.708709999999996]"
9144,4.0,"[-73.97165, 40.75456]"
9145,4.0,"[-73.98754, 40.71983]"
9146,4.0,"[-74.00409, 40.70745]"
9147,4.0,"[-73.99986, 40.721790000000006]"
9148,4.0,"[-73.99375, 40.72094]"
9149,4.0,"[-74.00406, 40.71314]"
9150,4.0,"[-73.98061, 40.72168]"
9151,4.0,"[-73.98179, 40.72845]"
9152,4.0,"[-74.00166, 40.70949]"
9153,4.0,"[-74.00338, 40.72525]"
9154,4.0,"[-73.98005, 40.74903]"
9155,4.0,"[-74.00655, 40.7211]"
9156,4.0,"[-73.9959, 40.732859999999995]"
9157,4.0,"[-73.98968, 40.729859999999995]"
9158,4.0,"[-73.98796999999999, 40.72394]"
9159,4.0,"[-73.98718000000001, 40.733290000000004]"
9160,4.0,"[-73.98767, 40.73829]"
9161,4.0,"[-74.01443, 40.71103]"
9162,4.0,"[-73.99375, 40.72094]"
9163,4.0,"[-73.99398000000001, 40.7203]"
9164,4.0,"[-73.98223, 40.72785]"
9165,4.0,"[-74.00368, 40.74835]"
9166,4.0,"[-74.01013, 40.71438]"
9167,4.0,"[-73.98626, 40.72229]"
9168,4.0,"[-73.99681, 40.72538]"
9169,4.0,"[-73.9899, 40.72956]"
9170,4.0,"[-73.98626, 40.72229]"
9171,4.0,"[-73.98716999999999, 40.71432]"
9172,4.0,"[-73.98980999999999, 40.718959999999996]"
9173,4.0,"[-73.99986, 40.721790000000006]"
9174,4.0,"[-73.99028, 40.7191]"
9175,4.0,"[-73.97765, 40.757909999999995]"
9176,4.0,"[-73.99656999999999, 40.72956]"
9177,4.0,"[-73.99074, 40.7299]"
9178,4.0,"[-74.01151, 40.70297]"
9179,4.0,"[-73.98768000000001, 40.7326]"
9180,4.0,"[-73.98295999999999, 40.74777]"
9181,5.0,"[-74.00469, 40.73032]"
9182,5.0,"[-73.99141999999999, 40.71743]"
9183,5.0,"[-73.9844, 40.72486]"
9184,5.0,"[-73.97819, 40.74165]"
9185,5.0,"[-73.99698000000001, 40.73141]"
9186,5.0,"[-74.00601999999999, 40.70615]"
9187,5.0,"[-73.96715, 40.75677]"
9188,5.0,"[-74.00659, 40.71887]"
9189,5.0,"[-73.97988000000001, 40.73502]"
9190,5.0,"[-73.97440999999999, 40.75076]"
9191,5.0,"[-73.98798000000001, 40.74088]"
9192,5.0,"[-73.992, 40.725629999999995]"
9193,5.0,"[-73.98444, 40.73303]"
9194,5.0,"[-74.00601999999999, 40.70615]"
9195,5.0,"[-73.99048, 40.71933]"
9196,5.0,"[-73.98791, 40.722640000000006]"
9197,5.0,"[-73.97314, 40.74853]"
9198,5.0,"[-74.00678, 40.706720000000004]"
9199,5.0,"[-73.98754, 40.71983]"
9200,5.0,"[-74.00546999999999, 40.70909]"
9201,5.0,"[-73.98877, 40.73397]"
9202,5.0,"[-73.99797, 40.72267]"
9203,5.0,"[-73.99684, 40.737359999999995]"
9204,5.0,"[-73.99173, 40.72636]"
9205,5.0,"[-74.00678, 40.706720000000004]"
9206,5.0,"[-74.00050999999999, 40.73231]"
9207,5.0,"[-73.98355, 40.73426]"
9208,5.0,"[-73.98085999999999, 40.74197]"
9209,5.0,"[-74.00511999999999, 40.70941]"
9210,5.0,"[-73.98745, 40.71824]"
9211,5.0,"[-73.98828, 40.73465]"
9212,5.0,"[-73.99681, 40.72538]"
9213,5.0,"[-73.98309, 40.72667]"
9214,5.0,"[-74.00465, 40.74702]"
9215,5.0,"[-73.99684, 40.737359999999995]"
9216,5.0,"[-73.9863, 40.74017]"
9217,5.0,"[-73.99537, 40.72504]"
9218,5.0,"[-73.97728000000001, 40.74289]"
9219,5.0,"[-73.96115, 40.764990000000004]"
9220,5.0,"[-73.98796999999999, 40.72394]"
9221,5.0,"[-73.98852, 40.737120000000004]"
9222,5.0,"[-73.98176, 40.74073]"
9223,5.0,"[-73.98640999999999, 40.74021]"
9224,5.0,"[-73.98228, 40.75158]"
9225,5.0,"[-73.98775, 40.74982]"
9226,5.0,"[-73.98754, 40.71983]"
9227,5.0,"[-73.98444, 40.72878]"
9228,5.0,"[-74.00625, 40.717079999999996]"
9229,5.0,"[-73.97511, 40.73542]"
9230,5.0,"[-74.00036999999999, 40.7238]"
9231,5.0,"[-74.00766, 40.712540000000004]"
9232,5.0,"[-73.94803, 40.79299]"
9233,5.0,"[-73.98668, 40.733979999999995]"
9234,5.0,"[-74.0023, 40.74522]"
9235,5.0,"[-73.97391999999999, 40.75143]"
9236,5.0,"[-74.01221, 40.702709999999996]"
9237,5.0,"[-73.98222, 40.74579]"
9238,5.0,"[-73.96288, 40.809290000000004]"
9239,5.0,"[-74.00905999999999, 40.71089]"
9240,5.0,"[-73.98833, 40.74755]"
9241,5.0,"[-73.9978, 40.73603]"
9242,5.0,"[-74.00582, 40.73653]"
9243,5.0,"[-73.97856999999999, 40.75665]"
9244,5.0,"[-73.98685, 40.7453]"
9245,5.0,"[-74.00676999999999, 40.70562]"
9246,5.0,"[-73.9844, 40.72486]"
9247,5.0,"[-74.00376999999999, 40.72238]"
9248,5.0,"[-74.00766, 40.712540000000004]"
9249,5.0,"[-74.00885, 40.713809999999995]"
9250,5.0,"[-73.98484, 40.724270000000004]"
9251,5.0,"[-74.01443, 40.71103]"
9252,5.0,"[-73.98815, 40.73196]"
9253,5.0,"[-74.00723, 40.71304]"
9254,5.0,"[-73.98035, 40.73043]"
9255,5.0,"[-73.98409000000001, 40.73754]"
9256,5.0,"[-74.00766, 40.712540000000004]"
9257,5.0,"[-73.99028, 40.7191]"
9258,5.0,"[-73.99381, 40.74662]"
9259,5.0,"[-73.98125999999999, 40.74705]"
9260,5.0,"[-74.00771, 40.74283]"
9261,5.0,"[-73.99778, 40.72424]"
9262,5.0,"[-73.99505, 40.73403]"
9263,5.0,"[-74.00409, 40.70745]"
9264,5.0,"[-74.0068, 40.71978]"
9265,5.0,"[-73.97603000000001, 40.751459999999994]"
9266,5.0,"[-73.98131, 40.74134]"
9267,5.0,"[-73.99201, 40.7491]"
9268,5.0,"[-73.97086, 40.76166]"
9269,5.0,"[-73.98824, 40.74913]"
9270,5.0,"[-73.99943, 40.744009999999996]"
9271,5.0,"[-73.99671, 40.7255]"
9272,5.0,"[-74.00531, 40.73661]"
9273,5.0,"[-73.99961, 40.723420000000004]"
9274,5.0,"[-73.98591, 40.73102]"
9275,5.0,"[-73.98654, 40.73705]"
9276,5.0,"[-73.99284, 40.72005]"
9277,5.0,"[-73.99772, 40.7515]"
9278,5.0,"[-73.97296999999999, 40.758390000000006]"
9279,5.0,"[-73.99217, 40.71968]"
9280,5.0,"[-73.9749, 40.75009]"
9281,5.0,"[-73.98767, 40.7286]"
9282,5.0,"[-74.00786, 40.71174]"
9283,5.0,"[-73.99987, 40.72043]"
9284,5.0,"[-73.94635, 40.7948]"
9285,5.0,"[-73.98111, 40.7445]"
9286,5.0,"[-73.99349000000001, 40.72437]"
9287,5.0,"[-73.99129, 40.73245]"
9288,5.0,"[-73.98995, 40.71698]"
9289,5.0,"[-74.00140999999999, 40.72255]"
9290,5.0,"[-73.98798000000001, 40.74088]"
9291,5.0,"[-74.00511999999999, 40.70941]"
9292,5.0,"[-73.9795, 40.74382]"
9293,5.0,"[-73.98626, 40.72229]"
9294,5.0,"[-73.99475, 40.72783]"
9295,5.0,"[-73.97851, 40.73687]"
9296,5.0,"[-73.98444, 40.73303]"
9297,5.0,"[-73.98371, 40.760459999999995]"
9298,5.0,"[-74.00278, 40.73938]"
9299,5.0,"[-73.98705, 40.7252]"
9300,5.0,"[-73.99117, 40.71735]"
9301,5.0,"[-74.00723, 40.71304]"
9302,5.0,"[-73.99361, 40.73601]"
9303,5.0,"[-73.99537, 40.72504]"
9304,5.0,"[-74.00494, 40.73154]"
9305,5.0,"[-73.99471, 40.74538]"
9306,5.0,"[-73.98682, 40.751090000000005]"
9307,5.0,"[-73.99895, 40.72807]"
9308,5.0,"[-73.98898, 40.7268]"
9309,5.0,"[-73.9948, 40.71635]"
9310,5.0,"[-73.99840999999999, 40.72612]"
9311,5.0,"[-73.98544, 40.73166]"
9312,5.0,"[-73.98718000000001, 40.733290000000004]"
9313,5.0,"[-74.00409, 40.70745]"
9314,5.0,"[-74.00456, 40.73401]"
9315,5.0,"[-73.98125999999999, 40.74705]"
9316,5.0,"[-73.99048, 40.71933]"
9317,5.0,"[-73.98754, 40.71983]"
9318,5.0,"[-74.00705, 40.718270000000004]"
9319,5.0,"[-73.98354, 40.72605]"
9320,5.0,"[-73.9749, 40.75009]"
9321,5.0,"[-73.99028, 40.7191]"
9322,5.0,"[-73.99284, 40.72005]"
9323,5.0,"[-73.98269, 40.73543]"
9324,5.0,"[-73.98671, 40.715959999999995]"
9325,5.0,"[-73.99984, 40.719190000000005]"
9326,5.0,"[-73.98458000000001, 40.74273]"
9327,5.0,"[-74.00905999999999, 40.71089]"
9328,5.0,"[-73.98646, 40.75671]"
9329,5.0,"[-73.98477, 40.73401]"
9330,5.0,"[-73.99571, 40.72337]"
9331,5.0,"[-73.98754, 40.71983]"
9332,5.0,"[-73.99826999999999, 40.73539]"
9333,5.0,"[-74.00625, 40.717079999999996]"
9334,5.0,"[-73.98411999999999, 40.75484]"
9335,5.0,"[-73.99231999999999, 40.74357]"
9336,5.0,"[-73.99240999999999, 40.724920000000004]"
9337,5.0,"[-73.98754, 40.71983]"
9338,5.0,"[-73.99439, 40.71946]"
9339,5.0,"[-74.00601999999999, 40.70615]"
9340,5.0,"[-73.98176, 40.74073]"
9341,5.0,"[-73.98380999999999, 40.740790000000004]"
9342,5.0,"[-73.98815, 40.73196]"
9343,5.0,"[-74.00999, 40.70981]"
9344,5.0,"[-73.98937, 40.73595]"
9345,5.0,"[-74.00248, 40.730340000000005]"
9346,5.0,"[-74.00498, 40.715759999999996]"
9347,5.0,"[-73.98937, 40.73595]"
9348,5.0,"[-73.99035, 40.73128]"
9349,5.0,"[-73.98695, 40.72099]"
9350,5.0,"[-74.00571, 40.72568]"
9351,5.0,"[-73.99034, 40.724940000000004]"
9352,5.0,"[-73.99336, 40.71907]"
9353,5.0,"[-73.99931, 40.71755]"
9354,5.0,"[-73.99309000000001, 40.717929999999996]"
9355,5.0,"[-73.98796999999999, 40.72394]"
9356,5.0,"[-74.01151, 40.70297]"
9357,5.0,"[-74.01151, 40.70297]"
9358,5.0,"[-73.98295999999999, 40.72267]"
9359,5.0,"[-73.98877, 40.73397]"
9360,5.0,"[-74.00095, 40.73171]"
9361,5.0,"[-73.98266, 40.72726]"
9362,5.0,"[-74.0025, 40.70885]"
9363,5.0,"[-73.97171, 40.75049]"
9364,5.0,"[-73.99223, 40.73792]"
9365,5.0,"[-73.99117, 40.71735]"
9366,5.0,"[-74.00278, 40.73938]"
9367,5.0,"[-73.98640999999999, 40.74021]"
9368,5.0,"[-74.00111, 40.710190000000004]"
9369,5.0,"[-74.00894, 40.717929999999996]"
9370,5.0,"[-73.97465, 40.753370000000004]"
9371,5.0,"[-74.00514, 40.72947]"
9372,5.0,"[-73.98979, 40.75723]"
9373,5.0,"[-73.96512, 40.76912]"
9374,5.0,"[-73.98132, 40.72909]"
9375,5.0,"[-73.9781, 40.74572]"
9376,5.0,"[-73.97440999999999, 40.75076]"
9377,5.0,"[-73.99713, 40.7223]"
9378,5.0,"[-73.98246999999999, 40.74843]"
9379,5.0,"[-73.98745, 40.71824]"
9380,5.0,"[-73.98824, 40.71848]"
9381,5.0,"[-74.00601999999999, 40.70615]"
9382,5.0,"[-73.98836, 40.720079999999996]"
9383,5.0,"[-73.97359, 40.74792]"
9384,5.0,"[-73.98458000000001, 40.74843]"
9385,5.0,"[-74.00723, 40.71304]"
9386,5.0,"[-73.98295999999999, 40.74777]"
9387,5.0,"[-74.00053, 40.71843]"
9388,5.0,"[-74.00885, 40.713809999999995]"
9389,5.0,"[-74.00406, 40.71314]"
9390,5.0,"[-73.98595, 40.74653]"
9391,5.0,"[-74.00553000000001, 40.74582]"
9392,5.0,"[-73.97537, 40.76104]"
9393,5.0,"[-74.00601999999999, 40.70615]"
9394,5.0,"[-73.9874, 40.73588]"
9395,5.0,"[-73.97929, 40.7528]"
9396,5.0,"[-73.99967, 40.728429999999996]"
9397,5.0,"[-74.00166, 40.70949]"
9398,5.0,"[-73.97783000000001, 40.78383]"
9399,5.0,"[-74.00999, 40.70981]"
9400,5.0,"[-73.99684, 40.737359999999995]"
9401,5.0,"[-73.98425999999999, 40.74017]"
9402,5.0,"[-74.01443, 40.71103]"
9403,5.0,"[-74.00536, 40.7183]"
9404,5.0,"[-74.00739, 40.70518]"
9405,5.0,"[-73.96715, 40.75677]"
9406,5.0,"[-73.98368, 40.743959999999994]"
9407,5.0,"[-73.98488, 40.728190000000005]"
9408,5.0,"[-74.00561, 40.73814]"
9409,5.0,"[-73.99305, 40.72282]"
9410,5.0,"[-73.99215, 40.72524]"
9411,5.0,"[-74.00469, 40.73032]"
9412,5.0,"[-73.98444, 40.72878]"
9413,5.0,"[-73.99425, 40.72841]"
9414,5.0,"[-73.99329, 40.74223]"
9415,5.0,"[-73.9547, 40.76555]"
9416,5.0,"[-74.00905999999999, 40.717290000000006]"
9417,5.0,"[-73.9959, 40.732859999999995]"
9418,5.0,"[-73.99996, 40.71802]"
9419,5.0,"[-73.98408, 40.7491]"
9420,5.0,"[-73.9974, 40.72145]"
9421,5.0,"[-73.98937, 40.73595]"
9422,5.0,"[-73.9786, 40.7624]"
9423,5.0,"[-74.00146, 40.73717]"
9424,5.0,"[-73.99505, 40.73403]"
9425,5.0,"[-73.98005, 40.74903]"
9426,5.0,"[-74.00842, 40.70953]"
9427,5.0,"[-73.99951999999999, 40.73366]"
9428,5.0,"[-74.00596999999999, 40.72038]"
9429,5.0,"[-74.00188, 40.719409999999996]"
9430,5.0,"[-73.98879000000001, 40.75352]"
9431,5.0,"[-73.9902, 40.73196]"
9432,5.0,"[-73.98718000000001, 40.733290000000004]"
9433,5.0,"[-73.99381, 40.73273]"
9434,5.0,"[-74.00533, 40.721709999999995]"
9435,5.0,"[-73.98796999999999, 40.72394]"
9436,5.0,"[-73.9896, 40.74155]"
9437,5.0,"[-73.98354, 40.72605]"
9438,5.0,"[-73.9896, 40.74155]"
9439,5.0,"[-73.98035, 40.73043]"
9440,5.0,"[-74.00771, 40.74283]"
9441,5.0,"[-73.96751, 40.8029]"
9442,5.0,"[-74.00066, 40.72218]"
9443,5.0,"[-73.9874, 40.73588]"
9444,5.0,"[-73.9863, 40.74017]"
9445,5.0,"[-73.98633000000001, 40.72217]"
9446,5.0,"[-73.98857, 40.72285]"
9447,5.0,"[-74.00403, 40.71687]"
9448,5.0,"[-73.99502, 40.73986]"
9449,5.0,"[-73.98344, 40.72202]"
9450,5.0,"[-73.98695, 40.756040000000006]"
9451,5.0,"[-74.0009, 40.725770000000004]"
9452,5.0,"[-73.99684, 40.737359999999995]"
9453,5.0,"[-74.00156, 40.7173]"
9454,5.0,"[-73.9757, 40.75463]"
9455,5.0,"[-73.96195999999999, 40.75962]"
9456,5.0,"[-73.98987, 40.72558]"
9457,5.0,"[-73.98917, 40.74305]"
9458,5.0,"[-73.98796999999999, 40.72394]"
9459,5.0,"[-73.98987, 40.73353]"
9460,5.0,"[-74.00676999999999, 40.70562]"
9461,5.0,"[-73.97559, 40.75786]"
9462,5.0,"[-74.00220999999999, 40.72162]"
9463,5.0,"[-73.96529, 40.75931]"
9464,5.0,"[-73.99627, 40.72195]"
9465,5.0,"[-74.00678, 40.706720000000004]"
9466,5.0,"[-73.96059, 40.76149]"
9467,5.0,"[-73.97699, 40.75016]"
